Mã,Ngày,KL mua,GT mua,KL bán,GT bán,KL giao dịch ròng,GT giao dịch ròng
HPG,2023-09-19,1498100,41.68,364800,10.13,1133300,31.55
HPG,2023-09-18,922200,25.53,877800,24.37,44400,1.16
HPG,2023-09-15,2414800,67.2,189400,5.28,2225400,61.92
HPG,2023-09-14,1277500,35.85,3734000,104.73,-2456500,-68.87
HPG,2023-09-13,854400,24.77,2545400,73.74,-1691000,-48.97
HPG,2023-09-12,2132600,60.68,230700,6.49,1901900,54.19
HPG,2023-09-11,1994200,56.59,2530800,71.93,-536600,-15.35
HPG,2023-09-08,1622700,46.58,1115000,32.18,507700,14.41
HPG,2023-09-07,1269000,36.52,1641100,47.32,-372100,-10.8
HPG,2023-09-06,1849100,52.31,1796600,50.63,52500,1.69
HPG,2023-09-05,624000,17.18,992600,27.4,-368600,-10.22
HPG,2023-08-31,2641200,73.07,942400,26.01,1698800,47.06
HPG,2023-08-30,909900,24.53,1233700,33.21,-323800,-8.68
HPG,2023-08-29,705500,18.95,1224300,33.02,-518800,-14.07
HPG,2023-08-28,746900,19.83,1173900,31.15,-427000,-11.32
HPG,2023-08-25,759600,19.77,860800,22.47,-101200,-2.7
HPG,2023-08-24,1768700,46,821800,21.34,946900,24.66
HPG,2023-08-23,682900,17.61,1361000,35.18,-678100,-17.57
HPG,2023-08-22,1969500,50.48,951100,24.39,1018400,26.09
HPG,2023-08-21,1717400,45.11,289100,7.59,1428300,37.52
HPG,2023-08-18,3048100,82.99,274800,7.51,2773300,75.48
HPG,2023-08-17,144500,4.1,1223900,34.7,-1079400,-30.61
HPG,2023-08-16,333600,9.28,661800,18.42,-328200,-9.14
HPG,2023-08-15,396800,11.1,910400,25.53,-513600,-14.44
HPG,2023-08-14,324600,9.07,1978300,55.42,-1653700,-46.34
HPG,2023-08-11,1238000,33.96,659900,18.12,578100,15.84
HPG,2023-08-10,517100,14.22,969000,26.63,-451900,-12.41
HPG,2023-08-09,957400,26.34,1239800,34.1,-282400,-7.76
HPG,2023-08-08,1168400,32.07,772200,21.11,396200,10.95
HPG,2023-08-07,705800,19.38,807000,22.14,-101200,-2.76
HPG,2023-08-04,1508200,40.83,597100,16.12,911100,24.71
HPG,2023-08-03,2310700,62.27,777800,20.87,1532900,41.4
HPG,2023-08-02,951500,26.18,1066700,29.34,-115200,-3.17
HPG,2023-08-01,1376900,38.22,335100,9.29,1041800,28.93
HPG,2023-07-31,1843500,51.25,1133700,31.57,709800,19.68
HPG,2023-07-28,1474200,41.84,1280300,36.42,193900,5.42
HPG,2023-07-27,847300,24.02,552200,15.62,295100,8.4
HPG,2023-07-26,1134400,32.18,1007400,28.55,127000,3.63
HPG,2023-07-25,394400,11.11,1052300,29.63,-657900,-18.52
HPG,2023-07-24,617100,17.43,122100,3.45,495000,13.98
HPG,2023-07-21,478200,13.56,549600,15.56,-71400,-1.99
HPG,2023-07-20,2082700,58.24,1056700,29.48,1026000,28.76
HPG,2023-07-19,633900,17.35,331000,9.09,302900,8.26
HPG,2023-07-18,723500,19.69,402600,10.96,320900,8.73
HPG,2023-07-17,521000,14.29,447500,12.27,73500,2.02
HPG,2023-07-14,358700,9.78,532700,14.57,-174000,-4.8
HPG,2023-07-13,1247300,33.79,241800,6.56,1005500,27.24
HPG,2023-07-12,837100,22.59,777600,21,59500,1.59
HPG,2023-07-11,1129300,31.15,1373800,38.07,-244500,-6.92
HPG,2023-07-10,465900,12.85,1088900,29.96,-623000,-17.11
HPG,2023-07-07,600000,16.09,527500,14.35,72500,1.74
HPG,2023-07-06,1601600,42.77,278300,7.49,1323300,35.28
HPG,2023-07-05,411900,11.05,1179400,31.53,-767500,-20.48
HPG,2023-07-04,776900,20.28,366600,9.56,410300,10.72
HPG,2023-07-03,311600,8.13,1463400,38.23,-1151800,-30.1
HPG,2023-06-30,552100,14.32,1340200,34.81,-788100,-20.49
HPG,2023-06-29,405100,10.57,714100,18.69,-309000,-8.13
HPG,2023-06-28,674100,17.64,717300,18.81,-43200,-1.17
HPG,2023-06-27,328600,8.31,213700,5.43,114900,2.88
HPG,2023-06-26,551600,13.81,1559300,39.02,-1007700,-25.22
HPG,2023-06-23,141900,3.58,1814600,45.5,-1672700,-41.92
HPG,2023-06-22,894900,22.06,1242500,30.68,-347600,-8.63
HPG,2023-06-21,437600,10.66,2265400,54.34,-1827800,-43.68
HPG,2023-06-20,848500,19.91,1149000,27.01,-300500,-7.09
HPG,2023-06-19,613200,14.34,1533500,35.87,-920300,-21.54
HPG,2023-06-16,1694600,39.83,483000,11.34,1211600,28.49
HPG,2023-06-15,1618700,37.43,932900,21.56,685800,15.87
HPG,2023-06-14,1108900,25.91,446300,10.36,662600,15.54
HPG,2023-06-13,371100,8.64,1397700,32.39,-1026600,-23.75
HPG,2023-06-12,444700,10.1,298400,6.78,146300,3.31
HPG,2023-06-09,358900,8.15,112400,2.55,246500,5.6
HPG,2023-06-08,1462800,33.61,669000,15.37,793800,18.25
HPG,2023-06-07,2325200,52.46,1372700,30.88,952500,21.57
HPG,2023-06-06,495700,10.76,292500,6.34,203200,4.42
HPG,2023-06-05,95100,2.08,1079700,23.54,-984600,-21.46
HPG,2023-06-02,173000,3.74,727900,15.67,-554900,-11.94
HPG,2023-06-01,423300,8.97,308000,6.52,115300,2.45
HPG,2023-05-31,322600,6.85,287000,6.1,35600,0.76
HPG,2023-05-30,520200,11.13,1233100,26.37,-712900,-15.24
HPG,2023-05-29,474400,10.15,421400,9.01,53000,1.14
HPG,2023-05-26,183600,3.87,157300,3.32,26300,0.55
HPG,2023-05-25,829600,17.66,201000,4.28,628600,13.38
HPG,2023-05-24,1477400,31.89,351600,7.61,1125800,24.28
HPG,2023-05-23,1105600,24.18,571000,12.41,534600,11.77
HPG,2023-05-22,355600,7.79,896400,19.6,-540800,-11.81
HPG,2023-05-19,1183800,25.89,979200,21.39,204600,4.5
HPG,2023-05-18,730300,16,109600,2.42,620700,13.58
HPG,2023-05-17,2032100,44.55,789100,17.21,1243000,27.34
HPG,2023-05-16,569400,12.65,302600,6.73,266800,5.92
HPG,2023-05-15,20300,0.45,1322700,29.53,-1302400,-29.07
HPG,2023-05-12,779900,17.35,672700,14.76,107200,2.59
HPG,2023-05-11,943600,20.52,421500,9.19,522100,11.33
HPG,2023-05-10,23000,0.5,409200,8.9,-386200,-8.4
HPG,2023-05-09,501600,11.02,1461500,32.07,-959900,-21.06
HPG,2023-05-08,87400,1.89,393500,8.49,-306100,-6.61
HPG,2023-05-05,278900,5.99,224700,4.83,54200,1.16
HPG,2023-05-04,155100,3.32,309600,6.62,-154500,-3.31
HPG,2023-04-28,31000,0.67,369000,7.97,-338000,-7.3
HPG,2023-04-27,263900,5.76,1118300,24.41,-854400,-18.65
HPG,2023-04-26,312700,6.64,672600,14.35,-359900,-7.71
HPG,2023-04-25,195000,4.07,1316800,27.71,-1121800,-23.64
HPG,2023-04-24,233900,4.84,622900,12.9,-389000,-8.06
HPG,2023-04-21,164700,3.43,409700,8.52,-245000,-5.09
HPG,2023-04-20,539800,11.25,161100,3.35,378700,7.9
HPG,2023-04-19,237600,4.97,391500,8.19,-153900,-3.22
HPG,2023-04-18,522800,10.94,211700,4.42,311100,6.51
HPG,2023-04-17,623400,12.93,143700,2.98,479700,9.94
HPG,2023-04-14,956400,19.72,457500,9.44,498900,10.28
HPG,2023-04-13,1000800,20.52,370500,7.61,630300,12.91
HPG,2023-04-12,161300,3.35,669100,13.88,-507800,-10.54
HPG,2023-04-11,659200,13.66,327400,6.79,331800,6.87
HPG,2023-04-10,674200,14.06,693600,14.58,-19400,-0.51
HPG,2023-04-07,323700,6.91,607000,13.02,-283300,-6.1
HPG,2023-04-06,446900,9.65,808900,17.49,-362000,-7.84
HPG,2023-04-05,677700,14.39,447700,9.42,230000,4.97
HPG,2023-04-04,204000,4.3,764500,16.1,-560500,-11.8
HPG,2023-04-03,421200,8.84,462400,9.69,-41200,-0.85
HPG,2023-03-31,954800,19.83,712300,14.77,242500,5.06
HPG,2023-03-30,1150800,24.14,334500,6.99,816300,17.15
HPG,2023-03-29,160200,3.35,607500,12.64,-447300,-9.29
HPG,2023-03-28,835400,17.38,381300,7.92,454100,9.47
HPG,2023-03-27,212400,4.38,670000,13.87,-457600,-9.49
HPG,2023-03-24,522800,10.69,132000,2.69,390800,8
HPG,2023-03-23,500100,10.11,852100,17.21,-352000,-7.1
HPG,2023-03-22,355500,7.26,921400,18.76,-565900,-11.5
HPG,2023-03-21,949700,19.09,1532500,31.01,-582800,-11.92
HPG,2023-03-20,331800,6.73,2445500,49.75,-2113700,-43.02
HPG,2023-03-17,891500,18.37,700300,14.38,191200,3.99
HPG,2023-03-16,1107000,22.86,1114600,22.99,-7600,-0.13
HPG,2023-03-15,1719100,35.93,30300,0.63,1688800,35.3
HPG,2023-03-14,1290800,26.51,510400,10.41,780400,16.1
HPG,2023-03-13,751100,15.81,593200,12.53,157900,3.29
HPG,2023-03-10,179200,3.8,1114700,23.64,-935500,-19.84
HPG,2023-03-09,1046400,22.38,895600,19.11,150800,3.26
HPG,2023-03-08,294600,6.22,1574200,33.01,-1279600,-26.78
HPG,2023-03-07,2009800,42.23,1152400,24.26,857400,17.97
HPG,2023-03-06,390300,8.07,836800,17.13,-446500,-9.06
HPG,2023-03-03,667000,13.84,1020800,21.07,-353800,-7.22
HPG,2023-03-02,753900,15.72,1051400,21.86,-297500,-6.14
HPG,2023-03-01,1818000,37.27,675200,13.65,1142800,23.63
HPG,2023-02-28,412400,8.34,764600,15.38,-352200,-7.05
HPG,2023-02-27,1900100,38.35,1790000,36.23,110100,2.12
HPG,2023-02-24,348100,7.3,1712100,35.97,-1364000,-28.68
HPG,2023-02-23,1311500,27.54,1750600,36.51,-439100,-8.97
HPG,2023-02-22,1161400,25.36,1791200,38.82,-629800,-13.47
HPG,2023-02-21,1048900,23.04,566000,12.41,482900,10.64
HPG,2023-02-20,2516600,54.46,1439300,30.88,1077300,23.58
HPG,2023-02-17,738000,15.59,943200,19.9,-205200,-4.31
HPG,2023-02-16,1314400,27.78,1179800,24.96,134600,2.82
HPG,2023-02-15,817600,17.06,723900,15.01,93700,2.05
HPG,2023-02-14,592200,12.19,788900,16.19,-196700,-4
HPG,2023-02-13,1411800,28.27,1254200,25.06,157600,3.21
HPG,2023-02-10,528300,10.78,1444400,29.63,-916100,-18.85
HPG,2023-02-09,761100,15.88,1178300,24.42,-417200,-8.55
HPG,2023-02-08,2222500,45.39,503800,10.41,1718700,34.98
HPG,2023-02-07,1952400,39.34,1724400,34.62,228000,4.72
HPG,2023-02-06,918200,19.14,1127600,23.48,-209400,-4.34
HPG,2023-02-03,544700,11.58,1088300,23.17,-543600,-11.59
HPG,2023-02-02,1805500,38.53,1018800,21.71,786700,16.82
HPG,2023-02-01,1005600,22.21,2894900,63.85,-1889300,-41.64
HPG,2023-01-31,604300,13.27,911400,19.95,-307100,-6.69
HPG,2023-01-30,999700,21.95,1523600,33.38,-523900,-11.43
HPG,2023-01-27,1222900,25.84,774300,16.51,448600,9.34
HPG,2023-01-19,1328100,28.36,1634700,34.72,-306600,-6.35
HPG,2023-01-18,1092500,23.79,333800,7.28,758700,16.51
HPG,2023-01-17,2356200,49.99,759000,15.98,1597200,34.01
HPG,2023-01-16,928300,18.87,159500,3.25,768800,15.62
HPG,2023-01-13,518400,10.45,210500,4.22,307900,6.23
HPG,2023-01-12,258100,5.2,327900,6.59,-69800,-1.39
HPG,2023-01-11,1478900,29.95,310300,6.29,1168600,23.66
HPG,2023-01-10,398400,7.76,14310935,0,-13912535,7.76
HPG,2023-01-09,309600,6.11,137300,2.7,172300,3.42
HPG,2023-01-06,1097700,21.75,528200,10.38,569500,11.38
HPG,2023-01-05,832200,16.33,226700,4.41,605500,11.92
HPG,2023-01-04,475800,9.33,471800,9.21,4000,0.13
HPG,2023-01-03,1402400,26.77,782800,14.76,619600,12.01
HPG,2022-12-30,214100,3.91,428400,7.73,-214300,-3.83
HPG,2022-12-29,222800,4.05,1061900,19.4,-839100,-15.35
HPG,2022-12-28,402200,7.31,2213800,40.51,-1811600,-33.2
HPG,2022-12-27,1022800,18.16,1575200,28.06,-552400,-9.9
HPG,2022-12-26,1456800,25.67,5852500,109.53,-4395700,-83.86
HPG,2022-12-23,828600,15.37,1502800,27.57,-674200,-12.2
HPG,2022-12-22,946300,18.04,4587900,87.28,-3641600,-69.24
HPG,2022-12-21,824300,15.44,1573100,29.75,-748800,-14.31
HPG,2022-12-20,2462000,48,1108100,21.54,1353900,26.46
HPG,2022-12-19,4774800,98.61,6167900,128.34,-1393100,-29.73
HPG,2022-12-16,1830200,36.26,1340200,26.96,490000,9.3
HPG,2022-12-15,2186200,42.51,778900,15.07,1407300,27.44
HPG,2022-12-14,4368300,84.16,1912900,36.77,2455400,47.39
HPG,2022-12-13,2893700,53.56,967600,17.88,1926100,35.68
HPG,2022-12-12,2135400,40.21,1912100,36.33,223300,3.88
HPG,2022-12-09,1435800,27.31,1020900,19.26,414900,8.05
HPG,2022-12-08,1654800,31.68,1765800,33.52,-111000,-1.84
HPG,2022-12-07,1250600,22.89,1691600,31.11,-441000,-8.22
HPG,2022-12-06,1485200,28.27,1404400,26.54,80800,1.73
HPG,2022-12-05,2681100,54.07,427900,8.57,2253200,45.5
HPG,2022-12-02,2436000,46.05,262400,4.78,2173600,41.27
HPG,2022-12-01,1649800,31.66,1272900,24.33,376900,7.33
HPG,2022-11-30,778700,13.78,1138900,20.26,-360200,-6.48
HPG,2022-11-29,830700,14.14,1706800,28.77,-876100,-14.63
HPG,2022-11-28,1344300,21.71,653000,10.57,691300,11.15
HPG,2022-11-25,1394900,20.41,148800,2.23,1246100,18.17
HPG,2022-11-24,1201300,16.95,251800,3.53,949500,13.41
HPG,2022-11-23,140900,2.07,744400,10.82,-603500,-8.75
HPG,2022-11-22,1050300,15.83,952400,14.05,97900,1.78
HPG,2022-11-21,468600,7.05,577800,8.63,-109200,-1.58
HPG,2022-11-18,1770900,26.52,7232400,105.96,-5461500,-79.44
HPG,2022-11-17,336200,4.76,43600,0.62,292600,4.14
HPG,2022-11-16,661800,8.36,59700,0.79,602100,7.57
HPG,2022-11-15,242500,2.98,4027200,51.13,-3784700,-48.15
HPG,2022-11-14,7116600,86.38,537600,6.5,6579000,79.88
HPG,2022-11-11,4247300,52.48,222600,2.75,4024700,49.73
HPG,2022-11-10,799100,9.73,1255200,15.29,-456100,-5.55
HPG,2022-11-09,140500,1.88,491900,6.55,-351400,-4.67
HPG,2022-11-08,381900,5.04,396500,5.26,-14600,-0.22
HPG,2022-11-07,641700,9.11,665600,9.23,-23900,-0.12
HPG,2022-11-04,697500,10.25,868800,12.91,-171300,-2.66
HPG,2022-11-03,767300,11.74,67000,1.02,700300,10.72
HPG,2022-11-02,521500,8.01,1255900,19.24,-734400,-11.23
HPG,2022-11-01,1047500,16.14,766400,11.64,281100,4.5
