Mã,Ngày,KL mua,GT mua,KL bán,GT bán,KL giao dịch ròng,GT giao dịch ròng
HPG,2025-03-05,1281600,35.49,1228800,34.02,52800,1.47
HPG,2025-03-04,2010500,56.12,990400,27.65,1020100,28.47
HPG,2025-03-03,1345800,37.83,353400,9.93,992400,27.9
HPG,2025-02-28,918700,25.83,1544000,43.41,-625300,-17.57
HPG,2025-02-27,1990900,55.82,1764200,49.63,226700,6.19
HPG,2025-02-26,2752500,76.27,1768500,49.16,984000,27.11
HPG,2025-02-25,4033500,110.84,1215000,33.27,2818500,77.57
HPG,2025-02-24,4366000,121.49,2826800,79.3,1539200,42.19
HPG,2025-02-21,669300,17.76,642100,17.01,27200,0.75
HPG,2025-02-20,854800,22.69,882800,23.42,-28000,-0.72
HPG,2025-02-19,654600,17.36,684600,18.15,-30000,-0.79
HPG,2025-02-18,696400,18.46,1685100,44.64,-988700,-26.18
HPG,2025-02-17,704800,18.4,240100,6.28,464700,12.12
HPG,2025-02-14,1428100,37.33,564900,14.74,863200,22.6
HPG,2025-02-13,493200,12.78,579400,15.02,-86200,-2.24
HPG,2025-02-12,409900,10.65,491300,12.75,-81400,-2.1
HPG,2025-02-11,840900,21.67,933700,24.11,-92800,-2.44
HPG,2025-02-10,1512400,39.35,1957400,50.92,-445000,-11.58
HPG,2025-02-07,1182700,31.58,1038200,27.73,144500,3.85
HPG,2025-02-06,1143400,30.69,726600,19.5,416800,11.19
HPG,2025-02-05,515400,13.84,1056300,28.35,-540900,-14.51
HPG,2025-02-04,936300,25.07,1597900,42.89,-661600,-17.82
HPG,2025-02-03,573100,15.17,1306700,34.45,-733600,-19.28
HPG,2025-01-24,1266000,33.62,988100,26.23,277900,7.39
HPG,2025-01-23,1680000,44.48,994300,26.35,685700,18.13
HPG,2025-01-22,1292900,33.98,522700,13.72,770200,20.26
HPG,2025-01-21,1104000,29.19,855700,22.52,248300,6.67
HPG,2025-01-20,555800,14.8,114100,3.03,441700,11.76
HPG,2025-01-17,1106800,29.13,391000,10.31,715800,18.82
HPG,2025-01-16,774900,20.35,2399100,62.66,-1624200,-42.31
HPG,2025-01-15,640300,16.72,882600,23.05,-242300,-6.33
HPG,2025-01-14,2088300,54.09,1175700,30.43,912600,23.65
HPG,2025-01-13,1266200,32.68,1995900,51.43,-729700,-18.76
HPG,2025-01-10,1011300,26.2,1691200,43.65,-679900,-17.44
HPG,2025-01-09,249800,6.51,449500,11.73,-199700,-5.23
HPG,2025-01-08,1602500,41.84,1146800,29.92,455700,11.92
HPG,2025-01-07,1501200,39.37,1535100,40.19,-33900,-0.82
HPG,2025-01-06,2247600,59.55,2060900,54.36,186700,5.19
HPG,2025-01-03,1072800,28.8,1454400,38.83,-381600,-10.02
HPG,2025-01-02,4691600,120.26,5319300,137.06,-627700,-16.8
HPG,2024-12-31,536900,14.31,684000,18.23,-147100,-3.92
HPG,2024-12-30,4083500,105.98,3684500,95.24,399000,10.74
HPG,2024-12-27,1806400,46.32,2691900,70.08,-885500,-23.76
HPG,2024-12-26,428500,11.58,446200,12.06,-17700,-0.48
HPG,2024-12-25,2737200,73.9,183200,4.95,2554000,68.95
HPG,2024-12-24,1080800,28.89,291900,7.79,788900,21.1
HPG,2024-12-23,880900,23.66,323600,8.7,557300,14.96
HPG,2024-12-20,704500,18.92,710300,19.05,-5800,-0.14
HPG,2024-12-19,866000,23.34,3753100,101.06,-2887100,-77.72
HPG,2024-12-18,560200,15.17,460600,12.51,99600,2.67
HPG,2024-12-17,892300,24.05,2343500,63.18,-1451200,-39.12
HPG,2024-12-16,776900,21.02,1153700,31.2,-376800,-10.17
HPG,2024-12-13,722400,19.7,1615500,44.05,-893100,-24.35
HPG,2024-12-12,1412800,39.2,1017400,28.03,395400,11.16
HPG,2024-12-11,887500,24.7,2255300,62.77,-1367800,-38.07
HPG,2024-12-10,1483200,41.4,3108000,86.22,-1624800,-44.82
HPG,2024-12-09,1643300,45.64,968800,26.8,674500,18.84
HPG,2024-12-06,1630000,45.06,1152300,31.87,477700,13.19
HPG,2024-12-05,4124900,112.86,1341800,36.21,2783100,76.65
HPG,2024-12-04,497500,13.3,1455300,38.91,-957800,-25.61
HPG,2024-12-03,1095400,29.37,1656400,44.26,-561000,-14.88
HPG,2024-12-02,536900,14.48,1673500,45.13,-1136600,-30.65
HPG,2024-11-29,1234800,32.9,794800,21.1,440000,11.8
HPG,2024-11-28,1922300,51.05,1476800,39.14,445500,11.92
HPG,2024-11-27,445500,11.7,944800,24.81,-499300,-13.11
HPG,2024-11-26,1232800,32.53,441800,11.66,791000,20.87
