Ngày,Thay đổi,KL giao dịch ròng,GT giao dịch ròng,KL mua,GT mua,KL bán,GT bán,Room còn lại,Đang sở hữu
2022-10-06,18(-6.25 %),-10797607,-194.36,947410,17.05,11745017,211.41,1648817591,20.64%
2022-10-05,19.2(1.59 %),-7377970,-141.66,3197030,61.38,10575000,203.04,1637627121,20.84%
2022-10-04,18.85(-4.80 %),-9228529,-173.96,2822851,53.21,12051380,227.17,1630550914,20.96%
2022-10-03,19.75(-6.84 %),-8812703,-174.05,1258234,24.85,10070937,198.9,1627021385,21.02%
2022-09-30,21.2(-2.30 %),-3598178,-76.28,2671702,56.64,6269880,132.92,1624899799,21.06%
2022-09-29,21.65(-0.69 %),-2083720,-45.11,533900,11.56,2617620,56.67,1625352754,21.05%
2022-09-28,21.8(-2.68 %),942630,20.55,2963377,64.6,2020747,44.05,1624533923,21.06%
2022-09-27,22.4(0.00 %),2162396,48.44,3982127,89.2,1819731,40.76,1622455798,21.1%
2022-09-26,22.4(-1.32 %),3066345,68.69,8086847,181.15,5020502,112.46,1623874002,21.07%
2022-09-23,22.7(-1.30 %),1372367,31.15,4117796,93.47,2745429,62.32,1630281424,20.96%
2022-09-22,23(0.44 %),1977936,45.49,3722561,85.62,1744625,40.13,1632008584,20.93%
2022-09-21,22.9(-0.43 %),796136,18.23,2526772,57.86,1730636,39.63,1635135908,20.88%
2022-09-20,23(1.32 %),2349453,54.04,3879490,89.23,1530037,35.19,1635681066,20.87%
2022-09-19,22.65(-1.52 %),5315002,120.38,7296616,165.27,1981614,44.88,1625635326,0%
2022-09-16,23(-2.54 %),-329104,-7.57,12078025,277.79,12407129,285.36,1630950328,20.95%
2022-09-15,23.6(-0.42 %),2451191,108.4,4908906,163.77,2457715,55.37,0,20.77%
2022-09-14,23.7(0.00 %),4573984,41.32,6910279,48.13,2336295,6.81,1644410144,20.72%
2022-09-13,23.7(-0.42 %),1440131,41.32,3380951,48.13,1940820,6.81,1649002577,20.64%
2022-09-12,23.8(0.00 %),2965343,142.56,4701189,151.54,1735846,8.98,1652006328,20.59%
2022-09-09,23.8(3.03 %),5990100,142.56,6367300,151.54,377200,8.98,1654573517,20.55%
2022-09-08,23.1(0.43 %),4320600,99.81,6244600,144.25,1924000,44.44,1657132712,20.5%
2022-09-07,23(-2.54 %),-2264900,-52.09,1528200,35.15,3793100,87.24,1661291842,20.43%
2022-09-06,23.55(-1.46 %),-1308600,-30.82,776900,18.3,2085500,49.11,1660366142,20.45%
2022-09-05,23.9(3.91 %),-604500,-14.45,1849400,44.2,2453900,58.65,1658924142,20.47%
2022-08-31,23(-0.43 %),-1218300,-28.02,1055600,24.28,2273900,52.3,1659997142,20.45%
2022-08-30,23.05(0.22 %),-211700,-4.88,564700,13.02,776400,17.9,1658721363,20.47%
2022-08-29,23(-2.13 %),-1456900,-33.51,874400,20.11,2331300,53.62,1658682441,20.47%
2022-08-26,23.5(-1.67 %),186300,4.38,789900,18.56,603600,14.18,1658297721,20.48%
2022-08-25,23.85(1.49 %),-388800,-9.27,870300,20.76,1259100,30.03,1657382421,20.5%
2022-08-24,23.5(-0.84 %),-1447900,-34.03,228300,5.37,1676200,39.39,1656284773,20.52%
2022-08-23,23.65(1.07 %),-615500,-14.56,1352300,31.98,1967800,46.54,1654747373,20.54%
2022-08-22,23.35(-1.89 %),-1257500,-29.36,508200,11.87,1765700,41.23,1654545073,20.55%
2022-08-19,23.75(-1.86 %),-343400,-8.16,1431200,33.99,1774600,42.15,1653421873,20.57%
2022-08-18,24.15(-0.62 %),-1118700,-27.02,512700,12.38,1631400,39.4,1652301408,20.58%
2022-08-17,24.3(-1.22 %),-98100,-2.38,2453500,59.62,2551600,62,1651118308,20.6%
2022-08-16,24.55(2.29 %),18447700,452.89,20471000,502.56,2023300,49.67,1652251819,20.59%
2022-08-15,24(0.00 %),7682900,184.39,9089100,218.14,1406200,33.75,1670754477,20.27%
2022-08-12,23.95(2.35 %),5287300,126.63,6785500,162.51,1498200,35.88,1677030501,20.16%
2022-08-11,23.4(-1.68 %),-954600,-22.34,1859000,43.5,2813600,65.84,1682346301,20.07%
2022-08-10,23.8(-1.24 %),-255400,-6.08,1214300,28.9,1469700,34.98,1678895931,20.13%
2022-08-09,24.1(2.12 %),-4108400,-99.01,1947500,46.93,6055900,145.95,1676241431,20.17%
2022-08-08,23.6(1.29 %),-3420400,-80.72,437400,10.32,3857800,91.04,1656053960,20.52%
2022-08-05,23.3(-1.69 %),-19452371,-453.24,1908500,44.47,21360871,497.71,1653805039,20.56%
2022-08-04,23.65(-0.63 %),3854500,91.16,6678300,157.94,2823800,66.78,1655270739,20.53%
2022-08-03,23.75(3.71 %),7453500,177.02,7896300,187.54,442800,10.52,1660752044,20.44%
2022-08-02,22.9(0.44 %),4564500,104.53,5761800,131.95,1197300,27.42,1667718448,20.32%
2022-08-01,22.8(6.05 %),3397900,77.47,4327600,98.67,929700,21.2,1670732948,20.27%
2022-07-29,21.5(0.47 %),-1014900,-21.82,1732400,37.25,2747300,59.07,1668517888,20.31%
2022-07-28,21.4(0.47 %),-5033700,-107.72,1509000,32.29,6542700,140.01,1662008581,20.42%
2022-07-27,21.25(-2.07 %),-7825400,-166.29,416300,8.85,8241700,175.14,1662352681,20.41%
2022-07-26,21.65(-1.14 %),81100,1.76,1246000,26.98,1164900,25.22,1659420781,20.46%
2022-07-25,21.9(-1.35 %),-2639000,-57.79,739200,16.19,3378200,73.98,1659329281,20.46%
2022-07-22,22.2(-2.20 %),904100,-8.46,1175800,20.25,271700,28.72,1659240181,20.47%
2022-07-21,22.7(1.34 %),339300,7.7,1152100,26.15,812800,18.45,1657343681,20.5%
2022-07-20,22.35(0.68 %),-518200,-11.58,2996500,66.97,3514700,78.55,1654765581,20.54%
2022-07-19,22.15(-1.99 %),-3227900,-71.5,486800,10.78,3714700,82.28,1654741981,20.54%
2022-07-18,22.6(-2.59 %),-1921700,-43.43,392500,8.87,2314200,52.3,1651905781,20.59%
2022-07-15,23.2(4.50 %),2928200,67.93,6251200,145.03,3323000,77.09,1651749781,20.59%
2022-07-14,22.2(-0.45 %),876600,19.46,1425100,31.64,548500,12.18,1655146381,20.54%
2022-07-13,22.3(0.00 %),-2302300,-51.34,398300,8.88,2700600,60.22,1279233518,20.4%
2022-07-12,22.3(0.90 %),-1162200,-25.92,259900,5.8,1422100,31.71,1279163168,20.4%
2022-07-11,22.05(-2.00 %),558500,12.31,1027200,22.65,468700,10.33,1276467968,20.46%
2022-07-08,22.45(2.98 %),-209000,12.31,2455700,22.65,2664700,10.33,1275360698,0%
2022-07-07,21.75(1.16 %),536200,11.66,954400,20.76,418200,9.1,1275151698,20.49%
2022-07-06,21.45(-2.05 %),-2691500,-57.73,1097300,23.54,3788800,81.27,1274900898,20.5%
2022-07-05,21.9(-0.45 %),498400,10.91,1703600,37.31,1205200,26.39,1274326598,20.51%
2022-07-04,22(-1.79 %),-1391000,-30.95,280600,6.25,1671600,37.2,1272944898,15.8%
2022-07-01,22.4(0.45 %),-305600,-6.85,1176500,26.35,1482100,33.2,1272906798,20.54%
2022-06-30,22.3(-2.19 %),165900,3.7,1984300,44.25,1818400,40.55,1270712423,20.59%
2022-06-29,22.75(1.11 %),-1958600,-44.01,2914300,65.78,4872900,109.79,1266045423,20.7%
2022-06-28,22.5(-1.75 %),-5270700,-118.59,1380600,31.06,6651300,149.65,1266980453,20.67%
2022-06-27,22.9(5.05 %),123900,2.9,603100,13.38,479200,10.48,1265193093,20.71%
2022-06-24,21.8(0.00 %),-1797100,-39.18,2286100,49.84,4083200,89.01,1265524388,20.71%
2022-06-23,21.8(1.40 %),904100,19.71,1175800,25.63,271700,5.92,1265552088,20.71%
2022-06-22,21.5(3.37 %),1795700,38.61,3050800,65.59,1255100,26.98,1253466394,20.98%
2022-06-21,20.8(-3.70 %),-10056600,-209.18,4204800,87.46,14261400,296.64,1241037476,21.25%
2022-06-20,21.6(-6.90 %),-11365700,-247.47,4098500,90.25,15464200,337.72,1240964756,21.26%
2022-06-17,23.2(-1.28 %),4730700,109.75,8008300,185.79,3277600,76.04,1244481456,21.18%
2022-06-16,31(5.44 %),8216700,254.72,8798500,272.75,581800,18.04,1249289256,21.07%
2022-06-15,29.4(-2.97 %),1059700,31.16,4711200,138.51,3651500,107.35,1255634756,20.93%
2022-06-14,30.3(-4.72 %),1628100,49.33,4016600,121.7,2388500,72.37,1258402349,20.87%
2022-06-13,31.8(-5.36 %),161200,5.13,1568100,49.87,1406900,44.74,1261499299,20.8%
2022-06-10,33.6(-0.59 %),296700,9.97,1216300,40.87,919600,30.9,1261475714,20.8%
2022-06-09,33.8(2.74 %),-623500,-21.07,1275600,43.12,1899100,64.19,1256584006,20.91%
2022-06-08,32.9(-0.90 %),-5516000,-181.48,592000,19.48,6108000,200.95,1257108306,20.9%
2022-06-07,33.2(-0.30 %),957700,31.8,1509000,50.1,551300,18.3,1253505054,20.98%
2022-06-06,33.3(-0.30 %),-3003500,-101.06,1191700,40.06,4195200,141.12,1252323537,21%
2022-06-03,33.4(0.60 %),-1126200,-37.62,1564300,52.25,2690500,89.86,1247839037,21.1%
2022-06-02,33.15(-3.63 %),-4788000,-158.72,888200,29.44,5676200,188.17,1247210337,21.12%
2022-06-01,34.35(-1.01 %),1832200,62.94,4025200,138.27,2193000,75.33,1246061937,21.14%
2022-05-31,34.7(-2.25 %),154000,5.34,2190600,76.01,2036600,70.67,1249919337,21.06%
2022-05-30,35.45(-0.14 %),812100,28.79,979900,34.74,167800,5.95,1250368137,21.05%
2022-05-27,35.45(1.29 %),1022500,36.25,2669700,94.64,1647200,58.39,1247999537,21.1%
2022-05-26,35(1.45 %),-2946400,-103.12,359100,12.57,3305500,115.69,1246634496,21.13%
2022-05-25,34.45(-1.29 %),-2167641,-74.68,1867100,64.32,4034741,139,1240697145,21.26%
2022-05-24,34.9(-5.16 %),-4154600,-145,2141800,74.75,6296400,219.74,1240834895,21.26%
2022-05-23,36.75(-2.52 %),-1276400,-46.91,367000,13.49,1643400,60.39,1238225895,21.32%
2022-05-20,37.65(-0.66 %),-4404200,-165.82,303600,11.43,4707800,177.25,1231541870,21.47%
2022-05-19,37.9(-0.79 %),-3616600,-137.07,3422400,129.71,7039000,266.78,1226778570,21.57%
2022-05-18,38.2(0.00 %),142300,5.44,5209200,198.99,5066900,193.56,1222569970,21.67%
2022-05-17,38.2(5.23 %),-4683400,-178.91,2904600,110.96,7588000,289.86,1224628285,21.62%
2022-05-16,36.3(1.11 %),1223800,44.42,4331900,157.25,3108100,112.82,1219045050,21.75%
2022-05-13,35.9(-6.14 %),-5882800,-224.92,2893000,106.61,8775800,331.52,1220498550,21.71%
2022-05-12,38.25(-5.90 %),-906000,-37.16,1972400,76.7,2878400,113.86,1221251905,0%
2022-05-11,40.65(-1.09 %),-209000,-8.43,2243800,91.75,2452800,100.18,1220345905,0%
2022-05-10,41.1(2.75 %),1562600,64.22,3929200,161.49,2366600,97.27,1220136905,21.72%
2022-05-09,39.95(-4.43 %),1564100,62.49,3946500,157.66,2382400,95.18,1220778805,21.71%
2022-05-06,41.8(-0.71 %),-385900,-16.13,2901400,121.28,3287300,137.41,1223419160,21.65%
2022-05-05,42.05(0.12 %),-19200,-0.8,1286900,54.26,1306100,55.06,1223068725,0%
2022-05-04,42(-3.00 %),746500,31.99,1944100,83.15,1197600,51.17,1223049525,21.66%
2022-04-29,43.3(0.46 %),427400,18.67,4287700,185.16,3860300,166.49,1224451425,21.63%
2022-04-28,43.1(1.41 %),2807200,120.97,3349400,144.29,542200,23.32,1224373125,21.63%
2022-04-27,42.5(3.16 %),-366700,-15.37,3428200,142.84,3794900,158.21,1224020925,21.63%
2022-04-26,41.2(0.98 %),-768800,-31.96,2914800,118.8,3683600,150.76,1224214925,21.63%
2022-04-25,40.75(-6.96 %),-2825400,-119.07,273800,11.37,3099200,130.44,1226755125,21.57%
2022-04-22,43.8(1.04 %),1522200,66.46,1896800,82.79,374600,16.33,1224999721,21.61%
2022-04-21,43.35(0.35 %),-519800,-22.75,1194400,52,1714200,74.75,1225809721,21.59%
2022-04-20,43.2(-0.23 %),425100,18.41,1257400,54.7,832300,36.29,1218451714,0%
2022-04-19,43.3(1.41 %),-863000,-37.73,1927300,83.96,2790300,121.7,1222066513,21.68%
2022-04-18,42.65(-3.51 %),-2466000,-107.47,323200,14.07,2789200,121.54,1219471994,21.74%
2022-04-15,44.2(-1.56 %),-4183300,-186.75,257700,11.5,4441000,198.25,1215739994,21.82%
2022-04-14,44.9(-0.66 %),-3791300,-171.02,346400,15.64,4137700,186.66,1214693514,21.84%
2022-04-13,45.2(0.22 %),-1035100,-46.58,281800,12.74,1316900,59.32,1212537349,21.89%
2022-04-12,45.1(-2.80 %),-1310600,-59.53,985500,45.07,2296100,104.61,1212876993,0%
2022-04-08,46.4(-0.43 %),-195000,-9.04,411600,19.2,606600,28.24,1211566393,21.91%
2022-04-07,46.55(-1.59 %),-1815200,-85.31,186200,8.74,2001400,94.05,1210718123,0%
2022-04-06,47.25(2.49 %),-172900,-8.27,1860700,87.83,2033600,96.09,1208902923,21.97%
2022-04-05,46.1(0.44 %),-1018800,-46.97,216400,9.98,1235200,56.95,1209483423,21.96%
2022-04-04,45.85(0.33 %),-1604500,-73.64,260700,12,1865200,85.64,1204677150,22.07%
2022-04-01,45.7(1.33 %),-3511600,-159.5,1510800,68.49,5022400,227.99,1202959448,22.11%
2022-03-31,45.1(-0.88 %),-378200,-17.48,1645200,74.27,2023400,91.75,1203352748,22.1%
2022-03-30,45.5(-0.87 %),-719100,-32.87,398400,18.23,1117500,51.11,1201677448,22.13%
2022-03-29,45.85(-0.11 %),-3224500,-148.28,96000,4.42,3320500,152.7,1200937148,22.15%
2022-03-28,45.9(-1.08 %),-479400,-22.07,659300,30.47,1138700,52.55,1200011748,22.17%
2022-03-25,46.4(0.00 %),-562600,-26.12,1103800,51.27,1666400,77.38,1198036248,22.22%
2022-03-24,46.4(-0.85 %),-1925300,-89.72,709500,33.12,2634800,122.84,1197201148,22.23%
2022-03-23,46.8(-0.21 %),1570600,74.14,3132000,147.7,1561400,73.56,1196566607,22.25%
2022-03-22,46.9(0.00 %),91000,4.29,1498700,69.76,1407700,65.48,1198220882,22.21%
2022-03-21,46.85(0.75 %),567500,26.41,1890200,88.34,1322700,61.93,1194504682,22.29%
2022-03-18,46.5(1.09 %),47200,2.15,5262100,244.56,5214900,242.42,1194725851,22.29%
2022-03-17,45.95(-0.54 %),-985200,-45.35,683800,31.63,1669000,76.97,1197903851,22.22%
2022-03-16,46.2(0.00 %),-1551500,-72.17,532600,24.83,2084100,97,1192959543,22.33%
2022-03-15,46.15(0.76 %),-2517900,-115.41,3110200,143.32,5628100,258.73,1188693097,22.42%
2022-03-14,45.8(-3.78 %),-2408400,-113.35,2391200,112.23,4799600,225.57,1190203897,22.39%
2022-03-11,47.6(-3.25 %),-941900,-45.23,657500,31.88,1599400,77.12,1187612677,22.45%
2022-03-10,49.15(-1.50 %),-4245100,-209.87,737300,36.65,4982400,246.52,1183265077,22.55%
2022-03-09,49.85(0.71 %),-3050700,-151.96,1999400,99.2,5050100,251.16,1178989377,22.64%
2022-03-08,49.45(-3.23 %),-4397400,-220.67,693600,34.98,5091000,255.65,1178297207,22.66%
2022-03-07,51.1(2.61 %),-567800,-29.01,2177700,112.06,2745500,141.07,1173164007,22.77%
2022-03-04,49.8(-0.60 %),-4994700,-250.5,886100,44.54,5880800,295.04,1170899267,22.82%
2022-03-03,50.1(6.82 %),1268300,63.74,5752800,281.85,4484500,218.11,1166856967,22.91%
2022-03-02,46.9(0.00 %),-2780000,-130.42,2148400,101,4928400,231.42,1165719603,22.94%
2022-03-01,46.9(-0.64 %),-6048700,-286.6,842300,40.03,6891000,326.63,1158391458,23.1%
2022-02-28,47.2(2.83 %),-7512000,-352.88,1964400,92.21,9476400,445.09,1155271438,23.17%
2022-02-25,45.9(-0.22 %),-2791220,-128.48,1171100,53.97,3962320,182.45,1154898968,23.18%
2022-02-24,46(-1.50 %),-526800,-24.75,2026500,93.04,2553300,117.79,1155115868,23.18%
2022-02-23,46.7(0.65 %),-220700,-10.3,868500,40.47,1089200,50.78,1156274077,23.15%
2022-02-22,46.4(-0.64 %),1077000,49.79,2035400,93.94,958400,44.16,1156336577,23.15%
2022-02-21,46.65(-0.96 %),-253700,-11.9,552300,25.9,806000,37.8,1155696177,23.16%
2022-02-18,47.05(1.18 %),-490600,-23.09,2185200,103.13,2675800,126.22,1154541327,23.19%
2022-02-17,46.5(1.09 %),-21000,-0.85,1713100,79.47,1734100,80.31,1155052166,23.18%
2022-02-16,46(0.00 %),-1203300,-55.44,471000,21.72,1674300,77.15,1155155166,23.17%
2022-02-15,46(-0.43 %),108400,5,1694500,77.83,1586100,72.83,1151001749,23.27%
2022-02-14,46.2(-2.12 %),-3733900,-174.64,891100,41.75,4625000,216.39,1150530393,23.28%
2022-02-11,47.15(0.32 %),-348100,-16.08,1817600,84.94,2165700,101.02,1146669293,23.36%
2022-02-10,47(-0.63 %),-3081700,-145.05,1670500,79.11,4752200,224.16,1142565393,23.46%
2022-02-09,47.3(3.73 %),1023300,48.75,7124800,337.84,6101500,289.09,1139077693,23.53%
2022-02-08,45.55(5.68 %),-1074600,-47.46,4308600,193.48,5383200,240.94,1140821449,23.49%
2022-02-07,43.05(2.01 %),-3790600,-160.86,1612900,69.05,5403500,229.91,1139110874,23.53%
2022-01-28,42.2(0.00 %),-5294200,-222.86,1053800,44.4,6348000,267.27,1138208874,23.55%
2022-01-27,42.15(-3.10 %),-1207100,-50.6,1351800,57.9,2558900,108.5,1136402274,23.59%
2022-01-26,43.45(0.35 %),-221000,-8.18,2345700,95.27,2566700,103.46,1134840260,23.63%
2022-01-25,43.25(6.27 %),343500,16.52,3599400,150.31,3255900,133.79,1133068060,23.67%
2022-01-24,40.7(-6.00 %),-2005800,-84.51,2101900,87.21,4107700,171.72,1132565738,23.68%
2022-01-21,43.3(-1.59 %),-2935500,-127.96,846300,36.87,3781800,164.83,1132914673,23.67%
2022-01-20,44(1.15 %),1318900,57.77,3072100,134.69,1753200,76.93,1128771720,23.76%
2022-01-19,43.55(-1.02 %),-2757300,-121.2,2343000,103.19,5100300,224.39,1129287602,23.75%
2022-01-18,44(-1.57 %),-891900,-39.66,1664300,73.24,2556200,112.9,1129400002,23.75%
2022-01-17,44.7(-3.35 %),376900,17.3,2541500,115.8,2164600,98.5,1130532407,23.72%
2022-01-14,46.25(-0.96 %),1237100,57.49,1768900,82.2,531800,24.7,1131554707,23.7%
2022-01-13,46.7(1.08 %),542600,25.09,2105800,98.18,1563200,73.09,1131772527,23.7%
2022-01-12,46.2(2.44 %),-241700,-11.18,1353300,61.87,1595000,73.05,1132763550,23.68%
2022-01-11,45.1(-1.31 %),-223500,-10.11,918200,41.92,1141700,52.03,1132969041,23.67%
2022-01-10,45.65(-0.33 %),838100,35.38,1985800,84.06,1147700,48.68,1133170261,23.67%
2022-01-07,45.8(-0.65 %),1243400,57.07,1960300,89.98,716900,32.91,1134511326,23.64%
2022-01-06,46.1(-1.50 %),656600,30.63,1297900,60.33,641300,29.7,1132919928,23.67%
2022-01-05,46.8(0.00 %),-650500,-30.42,2945300,138.74,3595800,169.16,1131319289,23.71%
2022-01-04,46.75(0.75 %),862000,40.11,3760500,175.9,2898500,135.8,1134044341,23.65%
2021-12-31,46.4(1.53 %),190800,8.85,411000,19.02,220200,10.16,1134488841,23.64%
2021-12-30,45.7(-0.22 %),-3083500,-141.43,232500,10.66,3316000,152.1,1134540109,23.64%
2021-12-29,45.8(0.00 %),135600,6.26,495500,22.78,359900,16.53,1133420201,23.66%
2021-12-28,45.8(-0.22 %),650200,30.06,2002700,92.25,1352500,62.19,1129575681,0%
2021-12-27,45.9(-0.43 %),-315800,-14.18,1335900,61.44,1651700,75.63,1130225881,23.73%
2021-12-24,46.05(2.33 %),-3012700,-138.34,852200,39.13,3864900,177.47,1127718940,0%
2021-12-23,44.95(-0.33 %),-580800,-25.83,1010900,44.96,1591700,70.8,1125287040,0%
2021-12-22,45.1(-2.17 %),-226100,-10.18,2465500,112.4,2691600,122.58,1124706240,0%
2021-12-21,46.1(-1.71 %),-2570000,-119.15,782300,36.29,3352300,155.44,1124480140,0%
2021-12-20,46.9(0.43 %),1261000,59.12,1940100,90.87,679100,31.76,1121910140,0%
2021-12-17,46.7(-1.68 %),-3234400,-151.29,2406700,112.6,5641100,263.88,1123171140,0%
2021-12-16,47.5(-0.63 %),1272800,60.72,2342800,111.58,1070000,50.86,1119936740,0%
2021-12-15,47.8(0.21 %),383300,18.54,1145300,55.19,762000,36.65,1121209540,0%
2021-12-14,47.7(2.47 %),-11088800,-533.16,998900,47.8,12087700,580.96,1121592840,0%
2021-12-13,46.55(0.11 %),-2016617,-88.39,1825661,91.58,3842278,179.97,1110544057,0%
2021-12-10,46.5(-1.27 %),-2868500,-134.26,927000,43.36,3795500,177.62,1108527440,24.22%
2021-12-09,47.1(-0.21 %),-905900,-42.61,901200,42.38,1807100,84.99,1105658940,0%
2021-12-08,47.2(-0.84 %),-1143500,-54.41,1129400,53.43,2272900,107.84,1104753040,24.3%
2021-12-07,47.6(4.04 %),-1627900,-76.02,4186800,196.24,5814700,272.26,1103589540,0%
2021-12-06,45.75(-4.09 %),-128600,-6.59,1788000,83.71,1916600,90.3,1101961640,24.36%
2021-12-03,47.7(-1.85 %),-640900,-30.53,1198500,58.44,1839400,88.96,1101813040,0%
2021-12-02,48.6(-0.82 %),-2206900,-107.9,1774300,86.77,3981200,194.67,1101172140,24.38%
2021-12-01,49(0.10 %),-552200,-27.24,2348000,115.1,2900200,142.34,1098965240,24.43%
2021-11-30,48.95(1.14 %),-2432500,-118.77,700800,34.32,3133300,153.08,1102738957,0%
2021-11-29,48.4(-1.33 %),-776700,-37.25,2503600,116.45,3280300,153.7,1101083157,0%
2021-11-26,49.05(-0.41 %),-2825700,-139.5,169500,8.38,2995200,147.88,1100306457,0%
2021-11-25,49.25(1.23 %),-3973300,-194.91,552600,27.09,4525900,222,1097480757,24.46%
2021-11-24,48.65(-1.82 %),-2276600,-111.04,1393100,68.18,3669700,179.22,1093507457,24.55%
2021-11-23,49.55(1.85 %),-257800,-12.68,181300,8.95,439100,21.63,1091230857,24.6%
2021-11-22,48.65(1.35 %),-360700,-17.37,1179300,57.54,1540000,74.91,1090973057,24.61%
2021-11-19,48(-3.90 %),-5801900,-284.53,1902800,92.64,7704700,377.17,1090612357,24.62%
2021-11-18,49.95(-2.82 %),-4731700,-237.94,4561800,228.6,9293500,466.54,1084810457,0%
2021-11-17,51.4(-1.15 %),-2068508,-107.6,1560100,81.03,3628608,188.63,1079816765,0%
2021-11-16,52(-2.99 %),-925700,-48.93,2339200,123.34,3264900,172.27,1077748257,0%
2021-11-15,53.6(-1.83 %),856200,45.96,3187900,171.45,2331700,125.49,1076322557,0%
2021-11-12,54.6(1.11 %),-1439100,-77.48,1255800,68.47,2694900,145.95,1077178757,24.92%
2021-11-11,54(-2.35 %),-5423800,-294.82,2290800,124.55,7714600,419.37,1075739657,24.95%
2021-11-10,55.3(-2.12 %),-1991600,-110.82,476900,26.54,2468500,137.36,1072307457,0%
2021-11-09,56.5(-0.53 %),3040600,173.33,5466700,310.93,2426100,137.6,1070315857,25.07%
2021-11-08,56.8(0.35 %),2975400,168.8,4380500,248.44,1405100,79.64,1073356457,25%
2021-11-05,56.6(0.53 %),2154600,122.48,3370300,190.89,1215700,68.41,1074177257,0%
2021-11-04,56.3(1.26 %),349000,20.31,1734700,95.34,1385700,75.03,1075982857,0%
2021-11-03,55.6(0.18 %),4765800,266.37,5718000,319.65,952200,53.29,1071566057,0%
2021-11-02,55.5(-0.36 %),-1230500,-68.62,790400,44.1,2020900,112.72,1076331857,24.94%
2021-11-01,55.7(-2.45 %),-4000300,-224.65,1410200,79.36,5410500,304,0,0%
2021-10-29,57.1(-1.55 %),-675900,-38.55,1712500,98.59,2388400,137.15,1061932282,25.26%
2021-10-28,58(0.17 %),3373400,195.42,5189000,300.27,1815600,104.85,1061256382,25.27%
2021-10-27,57.9(2.84 %),4507800,259.38,5778800,332.23,1271000,72.85,1064629782,0%
2021-10-26,56.3(2.18 %),1209300,66.88,3065400,169.69,1856100,102.81,1069137582,0%
2021-10-25,55.1(-2.82 %),-2529000,-140.66,323300,18.11,2852300,158.78,1070346882,0%
2021-10-22,56.7(-0.87 %),-609600,-34.85,163800,9.33,773400,44.18,1067817882,0%
2021-10-21,57.2(0.53 %),-5383400,-310.15,627500,35.88,6010900,346.03,1067208282,0%
2021-10-20,56.9(-0.52 %),-6326200,-358.78,269500,15.33,6595700,374.11,1068151082,0%
2021-10-19,57.2(-1.21 %),-2248100,-129.1,2022700,116.26,4270800,245.36,1061824882,0%
2021-10-18,57.9(1.05 %),-3176300,-184.13,2297700,133.46,5474000,317.58,1059576782,0%
2021-10-15,57.3(0.88 %),-25900,-1.51,1520400,87.28,1546300,88.79,1056400482,0%
2021-10-14,56.8(0.00 %),-2954200,-168.18,1937000,110.31,4891200,278.5,1056374582,0%
2021-10-13,56.8(-0.35 %),-2618200,-149.16,584500,33.33,3202700,182.49,1053420382,0%
2021-10-12,57(-0.35 %),-2091700,-119.54,1116900,63.86,3208600,183.41,1050802182,0%
2021-10-11,57.2(2.69 %),798400,65.74,3098900,174.84,2300500,109.1,1048710482,0%
2021-10-08,55.7(0.18 %),-1352900,-75.43,1185000,66.12,2537900,141.55,1049508882,0%
2021-10-07,55.6(-0.89 %),-4033200,-225.89,625900,35.05,4659100,260.94,1048155982,0%
2021-10-06,56.1(1.45 %),-3109900,-173.93,307100,17.18,3417000,191.11,1044122782,0%
2021-10-05,55.3(-0.36 %),-8465700,-468.43,110300,6.1,8576000,474.53,1041012882,25.73%
2021-10-04,55.5(3.93 %),-2338600,-128.09,272000,14.86,2610600,142.94,1032547182,25.92%
2021-10-01,53.4(0.95 %),-714900,-38,7836855,395.28,8551755,433.29,1030208582,25.97%
2021-09-30,52.9(-0.75 %),-3436000,-182.33,2174000,115.43,5610000,297.77,1034889875,25.86%
2021-09-29,53.3(1.33 %),-1984900,-105.65,813800,43.28,2798700,148.94,1031453875,25.94%
2021-09-28,52.6(3.54 %),1847600,95.42,3002900,154.96,1155300,59.54,1029468975,25.98%
2021-09-27,50.8(0.00 %),-2718200,-139.75,1033400,52.92,3751600,192.68,1031316575,25.94%
2021-09-24,50.8(-0.39 %),-2492200,-127.27,638500,32.57,3130700,159.84,1028598375,26%
2021-09-23,51(0.20 %),-1744100,-89.56,218700,11.24,1962800,100.8,1026106175,26.06%
2021-09-22,50.9(0.20 %),-416100,-21.15,183400,9.33,599500,30.48,1024362075,26.1%
2021-09-21,50.8(-0.97 %),-1913800,-97.15,79800,4.05,1993600,101.2,1023945975,26.11%
2021-09-20,51.3(-0.97 %),-262300,-13.74,1558800,80.62,1821100,94.36,1022032175,26.15%
2021-09-17,51.8(0.97 %),-1237800,-63.69,3544500,183.41,4782300,247.09,1021769875,26.16%
2021-09-16,51.3(-0.58 %),498200,26.3,2600300,134.89,2102100,108.59,1020532075,26.18%
2021-09-15,51.6(2.58 %),337800,16.93,1476700,75.23,1138900,58.3,1021030275,26.17%
2021-09-14,50.3(-0.98 %),-3872800,-195.84,635100,32.16,4507900,228,1021368075,26.17%
2021-09-13,50.8(-1.36 %),-1535900,-77.93,1151600,58.83,2687500,136.75,1017495275,26.25%
2021-09-10,51.5(-0.77 %),884000,42.68,2909300,147.5,2025300,104.82,1014339375,26.32%
2021-09-09,51.9(1.17 %),-19100,-1.01,1524600,79.13,1543700,80.15,1015223375,26.3%
2021-09-08,51.3(1.18 %),-315000,-16.11,1628800,82.64,1943800,98.75,1015204275,26.3%
